"","category","rt","categoryCorrect","timeStart","memory","memoryCorrect","stim.old","x","y","z","w","trial.num","stim","workerId","condition","round"
"476","A",3131,TRUE,1415204325580,"old",TRUE,TRUE,1,1,1,0,12,"1110","A22FH2RFR7YUW3","opt-total","07"
"477","B",5290,TRUE,1415204329462,"old",TRUE,TRUE,0,1,0,0,13,"0100","A22FH2RFR7YUW3","opt-total","07"
"478","A",3715,NA,1415204335503,"old",FALSE,FALSE,1,0,1,1,14,"1011","A22FH2RFR7YUW3","opt-total","07"
"479","A",3028,TRUE,1415204339970,"old",TRUE,TRUE,1,1,1,1,15,"1111","A22FH2RFR7YUW3","opt-total","07"
"480","B",3423,NA,1415204343749,"old",FALSE,FALSE,1,0,0,1,16,"1001","A22FH2RFR7YUW3","opt-total","07"
"481","B",10518,TRUE,1415293279193,"old",TRUE,TRUE,0,1,1,0,1,"0110","A1NQZSUQPL4K17","ms","07"
"482","A",7008,TRUE,1415293290464,"old",TRUE,TRUE,0,1,1,1,2,"0111","A1NQZSUQPL4K17","ms","07"
"483","B",20838,TRUE,1415293298225,"new",FALSE,TRUE,0,0,0,0,3,"0000","A1NQZSUQPL4K17","ms","07"
"484","B",8696,NA,1415293319816,"old",FALSE,FALSE,1,0,0,0,4,"1000","A1NQZSUQPL4K17","ms","07"
"485","B",8334,NA,1415293329265,"old",FALSE,FALSE,0,1,0,0,5,"0100","A1NQZSUQPL4K17","ms","07"
"486","A",12478,NA,1415293338352,"old",FALSE,FALSE,0,1,0,1,6,"0101","A1NQZSUQPL4K17","ms","07"
"487","A",7855,NA,1415293351583,"old",FALSE,FALSE,1,0,0,1,7,"1001","A1NQZSUQPL4K17","ms","07"
"488","A",14287,NA,1415293360191,"new",TRUE,FALSE,1,1,1,1,8,"1111","A1NQZSUQPL4K17","ms","07"
"489","A",5400,NA,1415293375231,"old",FALSE,FALSE,0,0,1,1,9,"0011","A1NQZSUQPL4K17","ms","07"
"490","B",5575,TRUE,1415293381383,"old",TRUE,TRUE,1,1,0,0,10,"1100","A1NQZSUQPL4K17","ms","07"
"491","A",5631,TRUE,1415293387711,"old",TRUE,TRUE,1,0,1,0,11,"1010","A1NQZSUQPL4K17","ms","07"
"492","B",5368,NA,1415293394095,"old",FALSE,FALSE,0,0,1,0,12,"0010","A1NQZSUQPL4K17","ms","07"
"493","B",8855,FALSE,1415293400216,"new",FALSE,TRUE,1,1,1,0,13,"1110","A1NQZSUQPL4K17","ms","07"
"494","B",18775,FALSE,1415293409824,"new",FALSE,TRUE,1,0,1,1,14,"1011","A1NQZSUQPL4K17","ms","07"
"495","A",5424,TRUE,1415293429352,"old",TRUE,TRUE,1,1,0,1,15,"1101","A1NQZSUQPL4K17","ms","07"
"496","B",19102,TRUE,1415293435529,"new",FALSE,TRUE,0,0,0,1,16,"0001","A1NQZSUQPL4K17","ms","07"
"497","A",6676,NA,1415218608272,"old",FALSE,FALSE,1,1,0,1,1,"1101","A28P98Y9HZXPCL","opt-total","07"
"498","A",12214,NA,1415218615699,"new",TRUE,FALSE,1,0,1,1,2,"1011","A28P98Y9HZXPCL","opt-total","07"
"499","B",2839,TRUE,1415218628665,"old",TRUE,TRUE,1,0,0,0,3,"1000","A28P98Y9HZXPCL","opt-total","07"
"500","B",2368,TRUE,1415218632255,"old",TRUE,TRUE,0,1,1,0,4,"0110","A28P98Y9HZXPCL","opt-total","07"
"501","A",6158,FALSE,1415218635374,"old",TRUE,TRUE,1,0,1,0,5,"1010","A28P98Y9HZXPCL","opt-total","07"
"502","A",2070,TRUE,1415218642283,"old",TRUE,TRUE,1,1,1,0,6,"1110","A28P98Y9HZXPCL","opt-total","07"
"503","B",9270,NA,1415218645105,"new",TRUE,FALSE,1,0,0,1,7,"1001","A28P98Y9HZXPCL","opt-total","07"
"504","A",3313,TRUE,1415218655125,"old",TRUE,TRUE,0,0,1,1,8,"0011","A28P98Y9HZXPCL","opt-total","07"
"505","A",18046,NA,1415218659190,"new",TRUE,FALSE,0,0,1,0,9,"0010","A28P98Y9HZXPCL","opt-total","07"
"506","A",7926,TRUE,1415218677987,"old",TRUE,TRUE,1,1,0,0,10,"1100","A28P98Y9HZXPCL","opt-total","07"
"507","A",8684,NA,1415218686665,"old",FALSE,FALSE,0,1,0,1,11,"0101","A28P98Y9HZXPCL","opt-total","07"
"508","B",7126,NA,1415218696101,"new",TRUE,FALSE,0,1,1,1,12,"0111","A28P98Y9HZXPCL","opt-total","07"
"509","B",7998,NA,1415218703979,"new",TRUE,FALSE,0,0,0,0,13,"0000","A28P98Y9HZXPCL","opt-total","07"
"510","B",3120,TRUE,1415218712729,"old",TRUE,TRUE,0,1,0,0,14,"0100","A28P98Y9HZXPCL","opt-total","07"
"511","A",2509,TRUE,1415218716600,"old",TRUE,TRUE,1,1,1,1,15,"1111","A28P98Y9HZXPCL","opt-total","07"
"512","B",9256,FALSE,1415218719861,"new",FALSE,TRUE,0,0,0,1,16,"0001","A28P98Y9HZXPCL","opt-total","07"
"513","A",13120,NA,1415213725969,"old",FALSE,FALSE,0,0,1,0,1,"0010","A3ODF7V44YBM4T","opt-total","07"
"514","A",6693,NA,1415213739841,"old",FALSE,FALSE,1,0,1,1,2,"1011","A3ODF7V44YBM4T","opt-total","07"
"515","B",4741,NA,1415213747312,"old",FALSE,FALSE,0,1,1,1,3,"0111","A3ODF7V44YBM4T","opt-total","07"
"516","A",6357,TRUE,1415213752830,"old",TRUE,TRUE,1,1,1,1,4,"1111","A3ODF7V44YBM4T","opt-total","07"
"517","A",4079,NA,1415213759941,"old",FALSE,FALSE,0,1,0,1,5,"0101","A3ODF7V44YBM4T","opt-total","07"
"518","A",9466,NA,1415213764773,"old",FALSE,FALSE,1,0,0,1,6,"1001","A3ODF7V44YBM4T","opt-total","07"
"519","A",3122,FALSE,1415213775000,"old",TRUE,TRUE,1,0,1,0,7,"1010","A3ODF7V44YBM4T","opt-total","07"
"520","B",4081,TRUE,1415213778873,"old",TRUE,TRUE,0,1,0,0,8,"0100","A3ODF7V44YBM4T","opt-total","07"
"521","A",3317,TRUE,1415213783719,"old",TRUE,TRUE,0,0,0,1,9,"0001","A3ODF7V44YBM4T","opt-total","07"
"522","A",3123,TRUE,1415213787799,"old",TRUE,TRUE,0,0,1,1,10,"0011","A3ODF7V44YBM4T","opt-total","07"
"523","A",4099,TRUE,1415213791673,"old",TRUE,TRUE,1,1,1,0,11,"1110","A3ODF7V44YBM4T","opt-total","07"
"524","A",6671,NA,1415213796534,"old",FALSE,FALSE,0,0,0,0,12,"0000","A3ODF7V44YBM4T","opt-total","07"
"525","B",3831,TRUE,1415213803958,"old",TRUE,TRUE,1,0,0,0,13,"1000","A3ODF7V44YBM4T","opt-total","07"
"526","B",3177,TRUE,1415213808550,"old",TRUE,TRUE,0,1,1,0,14,"0110","A3ODF7V44YBM4T","opt-total","07"
"527","A",3338,NA,1415213812484,"old",FALSE,FALSE,1,1,0,1,15,"1101","A3ODF7V44YBM4T","opt-total","07"
"528","A",3654,TRUE,1415213816582,"old",TRUE,TRUE,1,1,0,0,16,"1100","A3ODF7V44YBM4T","opt-total","07"
"529","B",4893,TRUE,1415270157584,"old",TRUE,TRUE,0,1,1,0,1,"0110","A3JJW9NAHQLK3Q","opt-total","07"
"530","B",2479,NA,1415270163230,"old",FALSE,FALSE,0,0,0,0,2,"0000","A3JJW9NAHQLK3Q","opt-total","07"
"531","A",1701,TRUE,1415270166463,"old",TRUE,TRUE,0,0,1,1,3,"0011","A3JJW9NAHQLK3Q","opt-total","07"
"532","B",1637,NA,1415270168918,"old",FALSE,FALSE,0,0,1,0,4,"0010","A3JJW9NAHQLK3Q","opt-total","07"
"533","A",2384,TRUE,1415270171308,"old",TRUE,TRUE,1,1,0,0,5,"1100","A3JJW9NAHQLK3Q","opt-total","07"
"534","A",1750,NA,1415270174445,"old",FALSE,FALSE,1,0,1,1,6,"1011","A3JJW9NAHQLK3Q","opt-total","07"
"535","A",1480,TRUE,1415270176947,"old",TRUE,TRUE,1,1,1,0,7,"1110","A3JJW9NAHQLK3Q","opt-total","07"
"536","A",1424,TRUE,1415270179179,"old",TRUE,TRUE,0,0,0,1,8,"0001","A3JJW9NAHQLK3Q","opt-total","07"
"537","B",1473,TRUE,1415270181355,"old",TRUE,TRUE,1,0,1,0,9,"1010","A3JJW9NAHQLK3Q","opt-total","07"
"538","B",1910,TRUE,1415270183581,"old",TRUE,TRUE,0,1,0,0,10,"0100","A3JJW9NAHQLK3Q","opt-total","07"
"539","A",2024,NA,1415270186244,"old",FALSE,FALSE,1,0,0,1,11,"1001","A3JJW9NAHQLK3Q","opt-total","07"
"540","A",2220,NA,1415270189022,"old",FALSE,FALSE,1,1,0,1,12,"1101","A3JJW9NAHQLK3Q","opt-total","07"
"541","A",1535,TRUE,1415270191995,"old",TRUE,TRUE,1,1,1,1,13,"1111","A3JJW9NAHQLK3Q","opt-total","07"
"542","B",1792,TRUE,1415270194284,"old",TRUE,TRUE,1,0,0,0,14,"1000","A3JJW9NAHQLK3Q","opt-total","07"
"543","A",2549,NA,1415270196829,"old",FALSE,FALSE,0,1,0,1,15,"0101","A3JJW9NAHQLK3Q","opt-total","07"
"544","A",1232,NA,1415270200130,"old",FALSE,FALSE,0,1,1,1,16,"0111","A3JJW9NAHQLK3Q","opt-total","07"
"545","A",3295,TRUE,1415293146285,"old",TRUE,TRUE,1,0,1,0,1,"1010","A169LNZMT64BGG","ms","07"
"546","B",3368,TRUE,1415293150332,"old",TRUE,TRUE,0,1,1,0,2,"0110","A169LNZMT64BGG","ms","07"
"547","B",5233,NA,1415293154452,"new",TRUE,FALSE,1,0,0,0,3,"1000","A169LNZMT64BGG","ms","07"
"548","A",5152,NA,1415293160437,"new",TRUE,FALSE,1,0,0,1,4,"1001","A169LNZMT64BGG","ms","07"
"549","B",4657,NA,1415293166341,"new",TRUE,FALSE,1,1,1,1,5,"1111","A169LNZMT64BGG","ms","07"
"550","A",3626,TRUE,1415293171749,"old",TRUE,TRUE,1,1,1,0,6,"1110","A169LNZMT64BGG","ms","07"
"551","A",1808,TRUE,1415293176127,"old",TRUE,TRUE,0,1,1,1,7,"0111","A169LNZMT64BGG","ms","07"
"552","A",6288,FALSE,1415293178687,"old",TRUE,TRUE,0,0,0,1,8,"0001","A169LNZMT64BGG","ms","07"
"553","B",1800,TRUE,1415293185728,"old",TRUE,TRUE,0,0,0,0,9,"0000","A169LNZMT64BGG","ms","07"
"554","B",3489,TRUE,1415293188280,"old",TRUE,TRUE,1,1,0,0,10,"1100","A169LNZMT64BGG","ms","07"
"555","A",1808,NA,1415293192521,"old",FALSE,FALSE,0,0,1,0,11,"0010","A169LNZMT64BGG","ms","07"
"556","B",9160,NA,1415293195082,"new",TRUE,FALSE,0,1,0,0,12,"0100","A169LNZMT64BGG","ms","07"
"557","A",1919,TRUE,1415293204995,"old",TRUE,TRUE,1,0,1,1,13,"1011","A169LNZMT64BGG","ms","07"
"558","A",1560,TRUE,1415293207667,"old",TRUE,TRUE,1,1,0,1,14,"1101","A169LNZMT64BGG","ms","07"
"559","B",4569,NA,1415293209979,"old",FALSE,FALSE,0,0,1,1,15,"0011","A169LNZMT64BGG","ms","07"
"560","B",2440,NA,1415293215300,"new",TRUE,FALSE,0,1,0,1,16,"0101","A169LNZMT64BGG","ms","07"
"561","B",5470,NA,1415289522745,"old",FALSE,FALSE,0,0,0,0,1,"0000","A2QPJN3LPGTPDU","opt-total","07"
"562","B",3005,NA,1415289528968,"old",FALSE,FALSE,0,0,1,0,2,"0010","A2QPJN3LPGTPDU","opt-total","07"
"563","A",2052,TRUE,1415289532735,"old",TRUE,TRUE,0,0,1,1,3,"0011","A2QPJN3LPGTPDU","opt-total","07"
"564","B",2186,TRUE,1415289535549,"old",TRUE,TRUE,1,0,1,0,4,"1010","A2QPJN3LPGTPDU","opt-total","07"
"565","B",1836,TRUE,1415289538501,"old",TRUE,TRUE,1,0,0,0,5,"1000","A2QPJN3LPGTPDU","opt-total","07"
"566","A",2961,NA,1415289541096,"old",FALSE,FALSE,1,1,0,1,6,"1101","A2QPJN3LPGTPDU","opt-total","07"
"567","B",1686,NA,1415289544833,"old",FALSE,FALSE,0,1,1,1,7,"0111","A2QPJN3LPGTPDU","opt-total","07"
"568","B",3039,TRUE,1415289547286,"old",TRUE,TRUE,0,1,1,0,8,"0110","A2QPJN3LPGTPDU","opt-total","07"
"569","A",2266,NA,1415289551085,"old",FALSE,FALSE,1,0,1,1,9,"1011","A2QPJN3LPGTPDU","opt-total","07"
"570","A",2359,NA,1415289554118,"old",FALSE,FALSE,1,0,0,1,10,"1001","A2QPJN3LPGTPDU","opt-total","07"
"571","A",1706,TRUE,1415289557258,"old",TRUE,TRUE,0,0,0,1,11,"0001","A2QPJN3LPGTPDU","opt-total","07"
"572","A",1834,TRUE,1415289559728,"old",TRUE,TRUE,1,1,1,0,12,"1110","A2QPJN3LPGTPDU","opt-total","07"
"573","B",2157,TRUE,1415289562335,"old",TRUE,TRUE,0,1,0,0,13,"0100","A2QPJN3LPGTPDU","opt-total","07"
"574","A",2579,TRUE,1415289565270,"old",TRUE,TRUE,1,1,0,0,14,"1100","A2QPJN3LPGTPDU","opt-total","07"
"575","B",2450,NA,1415289568607,"old",FALSE,FALSE,0,1,0,1,15,"0101","A2QPJN3LPGTPDU","opt-total","07"
"576","A",1696,TRUE,1415289571814,"old",TRUE,TRUE,1,1,1,1,16,"1111","A2QPJN3LPGTPDU","opt-total","07"
"577","B",5237,NA,1415218242699,"old",FALSE,FALSE,1,0,0,0,1,"1000","A2A9A811YTJUMZ","ms","07"
"578","A",7061,TRUE,1415218248703,"old",TRUE,TRUE,1,1,1,0,2,"1110","A2A9A811YTJUMZ","ms","07"
"579","B",3486,TRUE,1415218256534,"old",TRUE,TRUE,0,0,0,0,3,"0000","A2A9A811YTJUMZ","ms","07"
"580","A",4169,NA,1415218260779,"old",FALSE,FALSE,1,1,1,1,4,"1111","A2A9A811YTJUMZ","ms","07"
"581","B",2722,TRUE,1415218265708,"old",TRUE,TRUE,0,1,1,0,5,"0110","A2A9A811YTJUMZ","ms","07"
"582","A",7438,FALSE,1415218269189,"old",TRUE,TRUE,1,1,0,0,6,"1100","A2A9A811YTJUMZ","ms","07"
"583","B",4153,NA,1415218277395,"old",FALSE,FALSE,0,1,0,0,7,"0100","A2A9A811YTJUMZ","ms","07"
"584","A",2764,TRUE,1415218282311,"old",TRUE,TRUE,1,0,1,0,8,"1010","A2A9A811YTJUMZ","ms","07"
"585","A",6588,NA,1415218285836,"new",TRUE,FALSE,0,0,1,1,9,"0011","A2A9A811YTJUMZ","ms","07"
"586","A",3491,TRUE,1415218293186,"old",TRUE,TRUE,0,1,1,1,10,"0111","A2A9A811YTJUMZ","ms","07"
"587","B",5024,NA,1415218297447,"old",FALSE,FALSE,1,0,0,1,11,"1001","A2A9A811YTJUMZ","ms","07"
"588","A",5173,TRUE,1415218303234,"old",TRUE,TRUE,1,0,1,1,12,"1011","A2A9A811YTJUMZ","ms","07"
"589","A",3727,TRUE,1415218309162,"old",TRUE,TRUE,1,1,0,1,13,"1101","A2A9A811YTJUMZ","ms","07"
"590","A",5451,NA,1415218313654,"old",FALSE,FALSE,0,0,1,0,14,"0010","A2A9A811YTJUMZ","ms","07"
"591","B",3025,NA,1415218319866,"new",TRUE,FALSE,0,1,0,1,15,"0101","A2A9A811YTJUMZ","ms","07"
"592","B",2907,TRUE,1415218323658,"old",TRUE,TRUE,0,0,0,1,16,"0001","A2A9A811YTJUMZ","ms","07"
"593","B",5050,TRUE,1415299608671,"old",TRUE,TRUE,0,1,1,0,1,"0110","A3WKIEI1VKIG3","opt-total","07"
"594","B",2952,TRUE,1415299614510,"old",TRUE,TRUE,1,0,1,0,2,"1010","A3WKIEI1VKIG3","opt-total","07"
"595","A",2470,TRUE,1415299618244,"old",TRUE,TRUE,1,1,0,0,3,"1100","A3WKIEI1VKIG3","opt-total","07"
"596","A",6946,NA,1415299621474,"new",TRUE,FALSE,0,1,0,1,4,"0101","A3WKIEI1VKIG3","opt-total","07"
"597","A",2500,TRUE,1415299629181,"old",TRUE,TRUE,0,0,0,1,5,"0001","A3WKIEI1VKIG3","opt-total","07"
"598","A",3103,TRUE,1415299632442,"old",TRUE,TRUE,1,1,1,1,6,"1111","A3WKIEI1VKIG3","opt-total","07"
"599","A",2677,NA,1415299636310,"old",FALSE,FALSE,1,1,0,1,7,"1101","A3WKIEI1VKIG3","opt-total","07"
"600","A",2777,TRUE,1415299639743,"old",TRUE,TRUE,0,0,1,1,8,"0011","A3WKIEI1VKIG3","opt-total","07"
"601","B",3453,NA,1415299643283,"new",TRUE,FALSE,1,0,0,1,9,"1001","A3WKIEI1VKIG3","opt-total","07"
"602","B",2236,TRUE,1415299647495,"old",TRUE,TRUE,1,0,0,0,10,"1000","A3WKIEI1VKIG3","opt-total","07"
"603","B",2780,TRUE,1415299650491,"old",TRUE,TRUE,0,1,0,0,11,"0100","A3WKIEI1VKIG3","opt-total","07"
"604","B",5468,NA,1415299654032,"new",TRUE,FALSE,0,0,1,0,12,"0010","A3WKIEI1VKIG3","opt-total","07"
"605","A",5050,NA,1415299660267,"old",FALSE,FALSE,0,1,1,1,13,"0111","A3WKIEI1VKIG3","opt-total","07"
"606","B",3211,NA,1415299666076,"new",TRUE,FALSE,1,0,1,1,14,"1011","A3WKIEI1VKIG3","opt-total","07"
"607","A",2922,TRUE,1415299670053,"old",TRUE,TRUE,1,1,1,0,15,"1110","A3WKIEI1VKIG3","opt-total","07"
"608","B",3074,NA,1415299673735,"new",TRUE,FALSE,0,0,0,0,16,"0000","A3WKIEI1VKIG3","opt-total","07"
"609","A",4566,NA,1415292418256,"new",TRUE,FALSE,1,0,0,1,1,"1001","A1O91H967017FL","opt-total","07"
"610","A",2809,TRUE,1415292423602,"old",TRUE,TRUE,1,1,1,1,2,"1111","A1O91H967017FL","opt-total","07"
"611","B",3934,TRUE,1415292427178,"old",TRUE,TRUE,0,1,1,0,3,"0110","A1O91H967017FL","opt-total","07"
"612","B",2154,TRUE,1415292431887,"old",TRUE,TRUE,1,0,0,0,4,"1000","A1O91H967017FL","opt-total","07"
"613","A",3609,NA,1415292434815,"old",FALSE,FALSE,0,1,0,1,5,"0101","A1O91H967017FL","opt-total","07"
"614","A",2629,TRUE,1415292439196,"old",TRUE,TRUE,1,1,0,0,6,"1100","A1O91H967017FL","opt-total","07"
"615","A",1609,TRUE,1415292442598,"old",TRUE,TRUE,0,0,1,1,7,"0011","A1O91H967017FL","opt-total","07"
"616","B",2318,NA,1415292444971,"new",TRUE,FALSE,0,0,0,0,8,"0000","A1O91H967017FL","opt-total","07"
"617","B",2576,TRUE,1415292448050,"old",TRUE,TRUE,1,0,1,0,9,"1010","A1O91H967017FL","opt-total","07"
"618","A",2130,TRUE,1415292451396,"old",TRUE,TRUE,1,1,1,0,10,"1110","A1O91H967017FL","opt-total","07"
"619","A",1679,NA,1415292454296,"old",FALSE,FALSE,0,1,1,1,11,"0111","A1O91H967017FL","opt-total","07"
"620","A",3810,NA,1415292456748,"old",FALSE,FALSE,1,0,1,1,12,"1011","A1O91H967017FL","opt-total","07"
"621","B",1965,NA,1415292461330,"old",FALSE,FALSE,0,0,1,0,13,"0010","A1O91H967017FL","opt-total","07"
"622","A",1960,TRUE,1415292464065,"new",FALSE,TRUE,0,0,0,1,14,"0001","A1O91H967017FL","opt-total","07"
"623","A",2133,NA,1415292466793,"new",TRUE,FALSE,1,1,0,1,15,"1101","A1O91H967017FL","opt-total","07"
"624","B",3540,TRUE,1415292469685,"old",TRUE,TRUE,0,1,0,0,16,"0100","A1O91H967017FL","opt-total","07"
"625","B",5827,NA,1415298745530,"old",FALSE,FALSE,1,0,1,1,1,"1011","ANL5RNW27T90L","opt-total","07"
"626","A",6021,NA,1415298752109,"old",FALSE,FALSE,1,1,0,1,2,"1101","ANL5RNW27T90L","opt-total","07"
"627","B",4130,TRUE,1415298758882,"old",TRUE,TRUE,1,0,0,0,3,"1000","ANL5RNW27T90L","opt-total","07"
"628","A",4772,TRUE,1415298763764,"old",TRUE,TRUE,0,0,0,1,4,"0001","ANL5RNW27T90L","opt-total","07"
"629","A",3805,NA,1415298769287,"old",FALSE,FALSE,0,0,1,0,5,"0010","ANL5RNW27T90L","opt-total","07"
"630","B",3828,NA,1415298773843,"old",FALSE,FALSE,0,1,0,1,6,"0101","ANL5RNW27T90L","opt-total","07"
"631","B",4603,TRUE,1415298778423,"old",TRUE,TRUE,0,1,1,0,7,"0110","ANL5RNW27T90L","opt-total","07"
"632","B",4199,TRUE,1415298783777,"old",TRUE,TRUE,0,1,0,0,8,"0100","ANL5RNW27T90L","opt-total","07"
"633","A",4300,NA,1415298788727,"old",FALSE,FALSE,0,0,0,0,9,"0000","ANL5RNW27T90L","opt-total","07"
"634","A",5177,TRUE,1415298793779,"old",TRUE,TRUE,1,1,0,0,10,"1100","ANL5RNW27T90L","opt-total","07"
"635","A",4030,TRUE,1415298799707,"old",TRUE,TRUE,1,1,1,0,11,"1110","ANL5RNW27T90L","opt-total","07"
"636","A",5177,TRUE,1415298804489,"old",TRUE,TRUE,0,0,1,1,12,"0011","ANL5RNW27T90L","opt-total","07"
"637","B",2522,TRUE,1415298810418,"old",TRUE,TRUE,1,0,1,0,13,"1010","ANL5RNW27T90L","opt-total","07"
"638","B",3355,NA,1415298813691,"old",FALSE,FALSE,0,1,1,1,14,"0111","ANL5RNW27T90L","opt-total","07"
"639","A",5099,TRUE,1415298817797,"old",TRUE,TRUE,1,1,1,1,15,"1111","ANL5RNW27T90L","opt-total","07"
"640","B",4040,NA,1415298823648,"old",FALSE,FALSE,1,0,0,1,16,"1001","ANL5RNW27T90L","opt-total","07"
"641","A",5323,NA,1415294603387,"old",FALSE,FALSE,0,1,1,1,1,"0111","A2J6T9ELNZ97JH","opt-total","07"
"642","A",6042,NA,1415294609482,"old",FALSE,FALSE,0,0,1,0,2,"0010","A2J6T9ELNZ97JH","opt-total","07"
"643","B",6286,NA,1415294616285,"old",FALSE,FALSE,1,0,1,1,3,"1011","A2J6T9ELNZ97JH","opt-total","07"
"644","B",3235,TRUE,1415294623333,"old",TRUE,TRUE,0,1,0,0,4,"0100","A2J6T9ELNZ97JH","opt-total","07"
"645","B",3139,FALSE,1415294627332,"old",TRUE,TRUE,1,1,0,0,5,"1100","A2J6T9ELNZ97JH","opt-total","07"
"646","A",4084,TRUE,1415294631238,"old",TRUE,TRUE,0,0,1,1,6,"0011","A2J6T9ELNZ97JH","opt-total","07"
"647","B",2955,TRUE,1415294636086,"old",TRUE,TRUE,1,0,0,0,7,"1000","A2J6T9ELNZ97JH","opt-total","07"
"648","B",2509,TRUE,1415294639809,"old",TRUE,TRUE,1,0,1,0,8,"1010","A2J6T9ELNZ97JH","opt-total","07"
"649","A",2647,NA,1415294643091,"old",FALSE,FALSE,1,1,0,1,9,"1101","A2J6T9ELNZ97JH","opt-total","07"
"650","A",2288,TRUE,1415294646515,"old",TRUE,TRUE,0,0,0,1,10,"0001","A2J6T9ELNZ97JH","opt-total","07"
"651","A",2158,TRUE,1415294649563,"old",TRUE,TRUE,1,1,1,1,11,"1111","A2J6T9ELNZ97JH","opt-total","07"
"652","B",2934,NA,1415294652486,"old",FALSE,FALSE,1,0,0,1,12,"1001","A2J6T9ELNZ97JH","opt-total","07"
"653","B",4107,TRUE,1415294656195,"old",TRUE,TRUE,0,1,1,0,13,"0110","A2J6T9ELNZ97JH","opt-total","07"
"654","A",2565,NA,1415294661077,"old",FALSE,FALSE,0,1,0,1,14,"0101","A2J6T9ELNZ97JH","opt-total","07"
"655","B",3056,NA,1415294664411,"old",FALSE,FALSE,0,0,0,0,15,"0000","A2J6T9ELNZ97JH","opt-total","07"
"656","B",3795,FALSE,1415294668240,"old",TRUE,TRUE,1,1,1,0,16,"1110","A2J6T9ELNZ97JH","opt-total","07"
"657","B",4340,NA,1415292713375,"old",FALSE,FALSE,0,0,1,0,1,"0010","A1UL8XW5GSWYAA","ms","07"
"658","A",2791,NA,1415292718468,"old",FALSE,FALSE,1,1,1,1,2,"1111","A1UL8XW5GSWYAA","ms","07"
"659","B",2459,NA,1415292722011,"old",FALSE,FALSE,1,0,0,1,3,"1001","A1UL8XW5GSWYAA","ms","07"
"660","B",1919,TRUE,1415292725220,"old",TRUE,TRUE,0,0,0,1,4,"0001","A1UL8XW5GSWYAA","ms","07"
"661","A",1570,NA,1415292727891,"old",FALSE,FALSE,0,0,1,1,5,"0011","A1UL8XW5GSWYAA","ms","07"
"662","B",1535,TRUE,1415292730212,"old",TRUE,TRUE,1,1,0,0,6,"1100","A1UL8XW5GSWYAA","ms","07"
"663","B",1608,NA,1415292732500,"old",FALSE,FALSE,1,0,0,0,7,"1000","A1UL8XW5GSWYAA","ms","07"
"664","B",2296,NA,1415292734859,"old",FALSE,FALSE,0,1,0,1,8,"0101","A1UL8XW5GSWYAA","ms","07"
"665","B",1688,FALSE,1415292737907,"old",TRUE,TRUE,1,1,0,1,9,"1101","A1UL8XW5GSWYAA","ms","07"
"666","B",3089,TRUE,1415292740347,"old",TRUE,TRUE,0,1,1,0,10,"0110","A1UL8XW5GSWYAA","ms","07"
"667","B",1572,NA,1415292744183,"old",FALSE,FALSE,0,1,0,0,11,"0100","A1UL8XW5GSWYAA","ms","07"
"668","A",1453,TRUE,1415292746506,"old",TRUE,TRUE,1,0,1,1,12,"1011","A1UL8XW5GSWYAA","ms","07"
"669","A",1590,TRUE,1415292748710,"old",TRUE,TRUE,1,1,1,0,13,"1110","A1UL8XW5GSWYAA","ms","07"
"670","A",1505,TRUE,1415292751050,"old",TRUE,TRUE,0,1,1,1,14,"0111","A1UL8XW5GSWYAA","ms","07"
"671","A",1800,TRUE,1415292753307,"old",TRUE,TRUE,1,0,1,0,15,"1010","A1UL8XW5GSWYAA","ms","07"
"672","B",1651,TRUE,1415292755860,"old",TRUE,TRUE,0,0,0,0,16,"0000","A1UL8XW5GSWYAA","ms","07"
"673","A",3608,TRUE,1415294126026,"old",TRUE,TRUE,0,1,1,1,1,"0111","A1HERDHL8JY0CZ","ms","07"
"674","A",5928,TRUE,1415294130385,"old",TRUE,TRUE,1,0,1,0,2,"1010","A1HERDHL8JY0CZ","ms","07"
"675","B",2031,TRUE,1415294137066,"old",TRUE,TRUE,0,0,0,1,3,"0001","A1HERDHL8JY0CZ","ms","07"
"676","B",1734,FALSE,1415294139851,"old",TRUE,TRUE,1,1,0,1,4,"1101","A1HERDHL8JY0CZ","ms","07"
"677","A",1572,FALSE,1415294142336,"old",TRUE,TRUE,0,1,1,0,5,"0110","A1HERDHL8JY0CZ","ms","07"
"678","B",1363,TRUE,1415294144662,"old",TRUE,TRUE,0,0,0,0,6,"0000","A1HERDHL8JY0CZ","ms","07"
"679","A",1641,NA,1415294146777,"old",FALSE,FALSE,0,0,1,1,7,"0011","A1HERDHL8JY0CZ","ms","07"
"680","B",1479,NA,1415294149170,"old",FALSE,FALSE,0,1,0,0,8,"0100","A1HERDHL8JY0CZ","ms","07"
"681","B",1471,FALSE,1415294151402,"old",TRUE,TRUE,1,1,1,0,9,"1110","A1HERDHL8JY0CZ","ms","07"
"682","A",1264,NA,1415294153625,"old",FALSE,FALSE,0,0,1,0,10,"0010","A1HERDHL8JY0CZ","ms","07"
"683","A",1633,TRUE,1415294155640,"old",TRUE,TRUE,1,0,1,1,11,"1011","A1HERDHL8JY0CZ","ms","07"
"684","A",1280,FALSE,1415294158025,"old",TRUE,TRUE,1,1,0,0,12,"1100","A1HERDHL8JY0CZ","ms","07"
"685","B",1129,NA,1415294160056,"old",FALSE,FALSE,1,0,0,0,13,"1000","A1HERDHL8JY0CZ","ms","07"
